TreatmentID	#overlap	#sample	#True	#all	pvalue	-log10.pvalue	Ratio	q value	-log10.qvalue
BRD-K51816706_Oxindole I_PC3_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K53414658_-666_A375_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K61463582_GR-239_MCF7_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K64985742_7826208_MCF7_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K65904652_-666_HT29_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K67566344_KU-0063794_A375_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K70511574_sunitinib_A549_24_h_10_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K74840245_-666_MCF7_24.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K79131256_ALBENDAZOLE_PC3_24.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K83778500_AT-CSC-18 BRD-K01121114_A375_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K84762162_-666_VCAP_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K87964538_-666_VCAP_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K93080877_Ala-Ala-Phe-CMK_MCF7_6.0_h_10.0_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-K93747373_HG-5-113-01_MDAMB231_24_h_3.33_um	1	18	21	8706	0.000828402	3.081758995	0.047619048	0.01966784	1.706243338
BRD-A43126523_NCGC00183690-01_A375_24.0_h_10.0_um	3	182	21	8706	0.000837048	3.077249841	0.142857143	0.019858003	1.702064437
BRD-A52650764_Ingenol 3, 20-dibenzoate_HEC108_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K07668032_NCGC00012272-02_HA1E_24.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K13044802_Ciclopirox ethanolamine_MCF7_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K32896438_-666_ASC_24.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K44227013_ponatinib_HCC515_24_h_1.11_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K49810818_S-8599_A375_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K49865102_PD-0325901_BT20_24_h_0.37_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K49865102_PD-0325901_MDAMB231_3_h_0.04_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K58299615_Ro 90-7501_HA1E_24.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K69328504_L-690,488_THP1_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K69932463_AZD-8055_PC3_24_h_10_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K75999307_NCGC00182357-01_PC3_24.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K86899078_-666_MCF7_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K93788137_PF-431396_MCF10A_24_h_1.11_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K99532291_SPB02303_A375_6.0_h_10.0_um	2	79	21	8706	0.000850246	3.070455519	0.095238095	0.019942286	1.700225066
BRD-K74305673_IMD 0354_SW620_6.0_h_10.0_um	3	183	21	8706	0.000854409	3.068334349	0.142857143	0.020009585	1.698761914
BRD-K92571446_WZ-3105_A375_24_h_1.11_um	3	183	21	8706	0.000854409	3.068334349	0.142857143	0.020009585	1.698761914
BRD-K92317137_-666_MCF7_24.0_h_10.0_um	4	324	21	8706	0.000860923	3.065035576	0.19047619	0.020146828	1.695793332
BRD-A24021119_NCGC00183696-01_A375_24.0_h_10.0_um	3	184	21	8706	0.000872024	3.059471614	0.142857143	0.020333215	1.691793949
BRD-K16478699_PLX-4720_A375_24_h_10_um	3	184	21	8706	0.000872024	3.059471614	0.142857143	0.020333215	1.691793949
BRD-K92317137_-666_U937_6.0_h_10.0_um	3	184	21	8706	0.000872024	3.059471614	0.142857143	0.020333215	1.691793949
BRD-A62182663_YK 4-279_RKO_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-A68065211_2-[(chloroacetyl)(3-chlorophenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_HCC515_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-A98283014_C3930_A549_24.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K01877528_TL_HRAS26_CORL23_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K04887706_Akti-1/2_A673_6.0_h_9.1_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K16485616_mocetinostat_PC3_24_h_0.12_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K20755323_-666_A549_24.0_h_40.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K36055864_-666_HEPG2_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K36055864_CYCLOHEXIMIDE_PC3_24.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K43620258_3,5-dichloro-2-hydroxy-N-(2-methoxy-5-phenylphenyl)benzenesulfonamide_A549_6.0_h_80.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K54997624_BYL719_HEPG2_24_h_3.33_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K56751279_Y-39983_A375_24_h_10_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K57353465_N-benzyl-2-(indolin-1-yl)quinazolin-4-amine KUC106468N_MCF7_24.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K60895275_-666_PC3_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K61105081_-666_MCF7_6.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K88573743_A443654_HS578T_24_h_0.12_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K93296644_-666_NPC_24.0_h_10.0_um	2	80	21	8706	0.000882003	3.054529725	0.095238095	0.020333215	1.691793949
BRD-K05804044_AZ-628_A375_24_h_3.33_um	3	185	21	8706	0.000889895	3.050661059	0.142857143	0.020500096	1.688244103
BRD-K64642496_-666_MCF7_24.0_h_40.0_um	3	186	21	8706	0.000908025	3.041902118	0.142857143	0.020549528	1.687198147
BRD-A08003242_RHODOMYRTOXIN B_MCF7_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-A42649439_API-2_HA1E_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K01976263_Emetine Dihydrochloride Hydrate (74)_HA1E_24.0_h_0.63_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K06792661_Narciclasine_NCIH1694_6.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K19540840_saracatinib_A549_24_h_10_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K24496482_SB590885_SKBR3_3_h_10_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K25373946_NCGC00012588-02_A375_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K30707190_PNU 74654_H1299_6.0_h_80.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K41925105_-666_PC3_6.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K50168500_canertinib_HME1_24_h_3.33_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K57282030_JW-7-24-1_MCF10A_24_h_3.33_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K68548958_-666_NCIH1694_6.0_h_20.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K69932463_AZD-8055_HA1E_24_h_0.37_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K77987382_Mebendazole_MCF7_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K79259477_KIN001-265_HEPG2_24_h_0.12_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K79353516_CY 208-243_HA1E_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K81142122_STK249718_A375_6.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K83336168_-666_SKB_24.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-K91623615_ABT-751_AGS_6.0_h_10.0_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-U51024685_HG-6-64-01_HA1E_24_h_0.37_um	2	81	21	8706	0.000914507	3.038812766	0.095238095	0.020549528	1.687198147
BRD-A02367930_ETHINYL ESTRADIOL_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-A13084692_troglitazone_PC3_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-A17448384_beclomethasone_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-A56020723_CA-074-Me_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K04833372_S1093_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K06180729_DM163 BRD-K06180729_A375_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K09997269_-666_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K15592317_CP466722_BT20_3_h_3.33_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K31841256_5353451_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K32405725_E933505_MCF7_24.0_h_88.8_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K36087356_12K-613S_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K42455570_NCGC00182380-01_PC3_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K43764301_EI-228_A375_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K50590187_(E)-capsaicin_VCAP_6.0_h_160.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K51781482_IKK-3 Inhibitor IX_HA1E_6.0_h_6.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K55462201_am 404_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K57080016_-666_A375_6.0_h_80.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K66782112_ICI-162,846_PC3_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K72264770_-666_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K73397362_Purmorphamine_MCF7_24.0_h_44.4_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K79092138_NITROFURAZONE_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K80396088_Gliquidone_VCAP_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K84421793_R(+)-SKF-81297_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K90430314_-666_VCAP_24.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K95037415_NCGC00167094-01_VCAP_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K99498722_S1176_MCF7_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K99530743_NCGC00242340-01_PC3_6.0_h_10.0_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-U64521890_XMD16-144_BT20_3_h_1.11_um	1	19	21	8706	0.000924515	3.03408581	0.047619048	0.020549528	1.687198147
BRD-K74148702_curcumin_MCF7_24.0_h_48.0_um	3	187	21	8706	0.000926415	3.033194232	0.142857143	0.02056228	1.686928736
BRD-M86331534_BJM-ctd2-9_AGS_6.0_h_10.0_um	3	187	21	8706	0.000926415	3.033194232	0.142857143	0.02056228	1.686928736
BRD-A51777634_-666_PC3_24.0_h_10.0_um	3	188	21	8706	0.000945068	3.024536853	0.142857143	0.020812461	1.681676571
BRD-K06792661_Narciclasine_RMUGS_6.0_h_10.0_um	3	188	21	8706	0.000945068	3.024536853	0.142857143	0.020812461	1.681676571
BRD-A19500257_geldanamycin_SKM1_6.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-A81541225_-666_CL34_6.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-A90451247_KU-60019_PC3_24_h_10_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K05653692_DL-PDMP_SKM1_6.0_h_64.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K33086940_JAS07_007_HEPG2_6.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K40175214_torin-1_MDAMB231_24_h_0.37_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K47983010_BX-795_LOVO_6.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K49294207_BIBU 1361 dihydrochloride_A549_24.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K68174511_torin-2_HA1E_24_h_0.37_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K78599730_manumycin A_NCIH596_6.0_h_9.08_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-K81528515_nilotinib_HEPG2_24_h_10_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-U29336476_-666_HCC515_6.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-U86922168_-666_A549_24.0_h_10.0_um	2	82	21	8706	0.000947765	3.02329945	0.095238095	0.020812461	1.681676571
BRD-A19500257_geldanamycin_MCF7_24_h_3.33_um	3	189	21	8706	0.000963986	3.01592944	0.142857143	0.021138924	1.674917131
BRD-K78867378_mw-A1-12_HA1E_24.0_h_10.0_um	3	189	21	8706	0.000963986	3.01592944	0.142857143	0.021138924	1.674917131
BRD-A19633847_PERHEXILINE MALEATE_A375_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A27887842_PREDNISOLONE_HCC515_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A50737080_CGK-733_A549_24_h_10_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A50774520_-666_PC3_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A58955223_L-sulforophane_SKM1_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A62025033_temsirolimus [CI779]_PL21_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A73909368_-666_MCF7_24.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K12994359_Valdecoxib_MCF7_24.0_h_177.6_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K30707190_PNU 74654_LOVO_6.0_h_80.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K49328571_dasatinib_MDAMB231_3_h_1.11_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K58547240_7856827_A549_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K60511616_Pravastatin sodium salt_VCAP_24.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K64890080_BI 2536_HEC108_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K70511574_sunitinib_PC3_24_h_10_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K75649340_Thioguanosine_PC3_24.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K78867378_mw-A1-12_WSUDLCL2_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K85606544_neratinib_HCC515_24_h_0.12_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K92991072_PAC 1_LOVO_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K93060291_TL_HRAS24 BRD-K93060291_VCAP_24.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-K98824517_-666_PC3_6.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-M72442222_S2004_A549_24.0_h_10.0_um	2	83	21	8706	0.000981782	3.007984779	0.095238095	0.021213974	1.673377972
BRD-A36630025_-666_HA1E_24.0_h_0.35_um	3	190	21	8706	0.00098317	3.007371462	0.142857143	0.021229215	1.673066073
BRD-A93236127_DIGITOXIN_HA1E_6.0_h_10.0_um	3	191	21	8706	0.001002623	2.998862396	0.142857143	0.021403385	1.669517534
BRD-A55484088_BNTX maleate_PC3_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-A68065211_2-[(chloroacetyl)(3-chlorophenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_A375_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-A72180425_K784-3188_HT29_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K06009608_-666_PC3_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K17953061_-666_HEPG2_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K19687926_lapatinib_HCC515_24_h_3.33_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K19735876_NCGC00182353-01_MCF7_24.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K52678950_5377525_A549_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K53903639_480743.cdx_A549_6.0_h_80.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K64634304_Retinoic acid_PL21_6.0_h_40.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K64890080_BI 2536_SKMEL1_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K71199328_-666_A375_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K74148702_curcumin_NOMO1_6.0_h_48.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K78062244_STOCK1N-27488_NPC_24.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K91623615_ABT-751_A375_24.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K94325918_-666_SW948_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-K94580036_-666_HEPG2_6.0_h_10.0_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-U64521890_XMD16-144_HS578T_3_h_10_um	2	84	21	8706	0.001016567	2.992863934	0.095238095	0.021403385	1.669517534
BRD-A78360835_cercosporin_A375_24.0_h_10.0_um	3	192	21	8706	0.001022347	2.990401728	0.142857143	0.021403385	1.669517534
BRD-A15530910_SDZ 21009_PC3_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-A50454580_Axon1408_A375_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-A52886023_A8674_SKB_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-A70649075_-666_MCF7_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-A84045418_Calpeptin_HA1E_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-A84045418_Calpeptin_MCF7_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K06593056_-666_A375_6.0_h_20.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K21680192_mitoxantrone_BT20_3_h_0.12_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K23984367_S1040_ASC_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K26521938_Prostaglandin E2_VCAP_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K27169919_ethyl {[4-(4-fluorophenyl)-6-(trifluoromethyl)-2-pyrimidinyl]sulfonyl}acetate_PC3_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K30677119_PP-30_VCAP_24.0_h_11.1_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K41227865_ST4039884_VCAP_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K44510578_-666_HA1E_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K51276371_Aloisine_VCAP_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K56751279_Y-39983_HS578T_3_h_0.37_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K57282030_JW-7-24-1_BT20_3_h_10_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K58347372_-666_MCF7_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K62019540_-666_HT29_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K65285700_-666_HT29_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K65742362_-666_VCAP_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K67043667_altretamine_MCF7_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K70281171_U 99194 maleate_VCAP_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K73819439_-666_PC3_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K76205745_Losartan Potassium_PC3_24.0_h_160.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K77877933_-666_HT29_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K78867378_mw-A1-12_MCF7_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K80822897_NCGC00180994-01_HT29_6.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K94991378_-666_ASC_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
BRD-K96778649_TYRPHOSTIN 47_PC3_24.0_h_10.0_um	1	20	21	8706	0.001025747	2.988959752	0.047619048	0.021403385	1.669517534
