TreatmentID	#overlap	#sample	#True	#all	pvalue	-log10.pvalue	Ratio	q value	-log10.qvalue
BRD-K03063480_PF-477736_MCF10A_24_h_1.11_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K08417745_SID 26681509_NCIH1836_6.0_h_88.8_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K12787259_CX-5461_A375_24_h_10_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K37865504_LY-2183240_SKM1_6.0_h_10.0_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K41895714_AS605240_HCT116_6.0_h_10.0_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K49371609_528116.cdx_NCIH1694_6.0_h_0.09_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K52075040_-666_SW948_6.0_h_44.4_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K64800655_PHA-793887_HA1E_24_h_1.11_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K74402642_Chemistry 2804_RKO_6.0_h_10.0_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K95901403_S1118_A549_24.0_h_10.0_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K98676510_N-[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]-5-pyridin-2-ylthiophene-2-sulfonamide_MCF7_6.0_h_10.0_um	2	71	21	8706	0.000622194	3.206074312	0.095238095	0.018801767	1.725801331
BRD-K72238567_656402-250MG_MCF7_6.0_h_10.0_um	3	169	21	8706	0.00063353	3.198232908	0.142857143	0.018832586	1.725090048
BRD-M16762496_S1205_PC3_24.0_h_10.0_um	3	169	21	8706	0.00063353	3.198232908	0.142857143	0.018832586	1.725090048
BRD-K41220170_-666_MCF7_24.0_h_10.0_um	3	170	21	8706	0.000647777	3.188574429	0.142857143	0.018832586	1.725090048
BRD-A20126139_MEDRYSONE_VCAP_24.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-A29082194_-666_NPC_24.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-A58767537_afatinib_HCC515_24_h_1.11_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-A58955223_L-sulforophane_RKO_6.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K00615600_AG14361_PC3_6.0_h_25.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K16406336_METHYLENE BLUE_HA1E_6.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K46137903_-666_A549_24.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K49865102_S1036_HEPG2_6.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K64634304_Retinoic acid_THP1_6.0_h_40.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K78659596_MLN2238_MDST8_6.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K88329126_-666_SKB_24.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-K98548675_Parthenolide_SNUC4_6.0_h_10.0_um	2	72	21	8706	0.00064824	3.188264464	0.095238095	0.018832586	1.725090048
BRD-A44780397_Mifepristone_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-A61825514_-666_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-A72711497_LASALOCID SODIUM_PC3_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K08554278_Hoechst  33342 (cell permeable) (BisBenzimide)_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K08845546_FK506_VCAP_24.0_h_22.2_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K15467014_3-(2,8-dinitro-10,11-dihydro-5H-dibenzo[b,f]azepin-5-yl)-N,N-dimethylpropan-1-amine oxalate KCR-18_HT29_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K28178212_G3420_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K30707190_PNU 74654_HCC515_24.0_h_80.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K33308633_INCA-6_PC3_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K35960502_-666_HEPG2_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K41895714_AS605240_MCF7_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K52751261_TAK-715_HA1E_24_h_3.33_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K56429665_Calcipotriol_MCF7_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K58547240_7856827_MCF7_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K58853583_-666_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K59753975_vindesine_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K61323504_sb 225002_HCC515_24.0_h_11.1_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K63343048_orlistat_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K66175015_S1011_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K68588778_6942543_HT29_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K70511574_S1485_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K78701355_7756601_A375_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K79131428_-666_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K79382620_2541665-P1_HCC515_6.0_h_11.1_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K81592585_DM-55-3 BRD-K81592585_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K82164249_S1140_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K92895207_FU_JMBII227B_PC3_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K97061094_Azacyclonol_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K98143437_SB 239063_VCAP_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K98490050_-666_MCF7_6.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-M47937986_cefatrizine propylene glycol_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-U88878891_-666_VCAP_24.0_h_10.0_um	1	16	21	8706	0.000651619	3.186006005	0.047619048	0.018832586	1.725090048
BRD-K07303502_Arachidonyl trifluoro-methyl ketone_HCC515_24.0_h_80.0_um	3	171	21	8706	0.000662251	3.178977161	0.142857143	0.019082584	1.719362817
BRD-K79090631_HY-11009_MCF7_6.0_h_10.0_um	3	171	21	8706	0.000662251	3.178977161	0.142857143	0.019082584	1.719362817
BRD-A35989968_MEGESTROL ACETATE_VCAP_24.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A36275421_MW-ras12_NCIH508_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A36630025_-666_NOMO1_6.0_h_0.35_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A45889380_QUINACRINE HYDROCHLORIDE_SNUC4_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A58924247_2-[(chloroacetyl)(4-methoxyphenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_PC3_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A60245366_AS-601245_HCC515_24_h_1.11_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-A93424738_-666_A549_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K08554278_Hoechst  33342 (cell permeable) (BisBenzimide)_HCC515_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K08714182_SERICETIN DIMETHYL ETHER_HCC515_24.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K33379087_tivantinib_A375_24_h_1.11_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K36529613_P0030_SKB_24.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K37687095_AZD-8330_MDAMB231_3_h_10_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K46056750_AZD-7762_HT29_24_h_3.33_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K47983010_BX-795_THP1_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K49055432_A66_HA1E_24_h_10_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K49371609_528116.cdx_OV7_6.0_h_0.09_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K49669041_BX-912_SKBR3_24_h_10_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K53903639_480743.cdx_SW948_6.0_h_80.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K59184148_SB-216763_HA1E_24_h_10_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K69840642_HDAC6 inhibitor ISOX_SNUC4_6.0_h_10.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K74148702_curcumin_SNUC4_6.0_h_48.0_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K81473043_-666_U937_6.0_h_0.35_um	2	73	21	8706	0.000674974	3.17071319	0.095238095	0.019082584	1.719362817
BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	3	172	21	8706	0.000676955	3.169440383	0.142857143	0.019121211	1.718484613
BRD-A19500257_geldanamycin_WSUDLCL2_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-A81936046_8-CPT-2-Me-cAMP_SW480_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K12502280_TG-101348_HS578T_3_h_10_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K13390322_AT-7519_LNCAP_3_h_1.11_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K16406336_METHYLENE BLUE_SW620_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K19220233_JNK-9L_LNCAP_3_h_3.33_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K19499941_STOCK1S-53863_HCC515_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K33551950_R2146_SKB_24.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K52075040_-666_PL21_6.0_h_44.4_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K61033289_15-Deoxy-?12,14-prostaglandin J2_SKM1_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K94441233_mevastatin_PC3_24.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K97534490_-666_A549_24.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K97810537_beclomethasone_A549_6.0_h_10.0_um	2	74	21	8706	0.000702403	3.153413354	0.095238095	0.019608963	1.707545384
BRD-K86797399_pracinostat_HCC515_24_h_3.33_um	3	174	21	8706	0.000707057	3.150545482	0.142857143	0.019670358	1.706187734
BRD-A85860691_chaetocin_HCC515_24.0_h_0.08_um	3	175	21	8706	0.00072246	3.14118598	0.142857143	0.019670358	1.706187734
BRD-K02708799_GSK-1059615_PC3_24_h_0.12_um	3	175	21	8706	0.00072246	3.14118598	0.142857143	0.019670358	1.706187734
BRD-A36630025_-666_HT29_6.0_h_0.35_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K12502280_TG101348_AGS_6.0_h_11.1_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K12502280_TG101348_PL21_6.0_h_11.1_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K12762134_-666_AGS_6.0_h_11.1_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K13390322_AT-7519_MDAMB231_24_h_1.11_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K15409150_penfluridol_COV644_6.0_h_30.0_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K34581968_BMS-536924_SW948_6.0_h_11.1_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K39944607_32937_A375_6.0_h_10.0_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K45399554_CAM-9-027 BRD-K45399554_A375_24.0_h_10.0_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K52075040_-666_NCIH508_6.0_h_44.4_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K64800655_PHA-793887_HME1_24_h_10_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-K78599730_manumycin A_SW948_6.0_h_9.08_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-U70626184_BI-2536_HA1E_24_h_10_um	2	75	21	8706	0.000730536	3.136358111	0.095238095	0.019670358	1.706187734
BRD-A19248578_T-110_HA1E_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A26711594_NICARDIPINE HYDROCHLORIDE_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A41451487_PK-11195_HCC515_24.0_h_160.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A58767537_afatinib_BT20_3_h_10_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A67479912_PROGESTERONE_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A83124583_-666_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A87137733_GSK-690693_BT20_24_h_0.37_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A97701745_PINDOLOL_HEPG2_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K02992638_lamivudine_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K03449891_foretinib_PC3_24_h_3.33_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K04548931_-666_MCF7_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K08799216_pelitinib_BT20_3_h_0.37_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K12539581_NOCODAZOLE_HT29_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K22828860_-666_VCAP_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K26664453_-666_PC3_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K29950728_-666_MCF7_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K30867024_SB 216641 hydrochloride_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K36533576_KUC103875 KUC103875N_HT29_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K42140106_VU0405172-2_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K44640865_VU0365121-1_HT29_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K51730347_diphenylcyclopropenone_VCAP_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K53638321_-666_VCAP_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K57282030_JW-7-24-1_BT20_3_h_1.11_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K59184148_SB 216763_HCC515_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K63430059_METHOXSALEN_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K63511615_-666_HT29_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K64314806_-666_VCAP_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K64890080_BI-2536_BT20_3_h_3.33_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K68143200_-666_VCAP_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K68185022_Ursolic Acid_MCF7_6.0_h_70.07_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K70792160_Akt inhibitor X_MCF7_24.0_h_24.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K81473043_-666_HT29_6.0_h_0.35_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K81473043_-666_VCAP_6.0_h_0.35_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K83213911_PF 750_SW620_6.0_h_80.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-K97274161_N-{2-[benzyl(isopropyl)amino]ethyl}-4-({[(4-methylphenyl)sulfonyl]amino}methyl)benzamide_MCF7_24.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-U25771771_-666_VCAP_6.0_h_10.0_um	1	17	21	8706	0.000737429	3.132279961	0.047619048	0.019670358	1.706187734
BRD-A13122391_16-HYDROXYTRIPTOLIDE_RKO_6.0_h_0.0799999982119_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-A43155244_-666_HCC515_6.0_h_10.0_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-A58955223_L-sulforophane_VCAP_6.0_h_10.0_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K12105018_5841365_A549_24.0_h_10.0_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K19220233_JNK-9L_LNCAP_3_h_1.11_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K25536815_-666_A375_24.0_h_10.0_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K26838195_AST1306_HCC515_24_h_10_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K46056750_AZD-7762_HT29_24_h_1.11_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K81418486_vorinostat_SKMEL1_6.0_h_11.1_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-K87726525_NCGC00182382-01_A375_24.0_h_10.0_um	2	76	21	8706	0.00075938	3.119540891	0.095238095	0.020083906	1.697151829
BRD-A19500257_geldanamycin_MCF7_24_h_3.33_um	3	178	21	8706	0.000770103	3.11345125	0.142857143	0.020350151	1.691432375
BRD-K13169950_-666_MCF7_24.0_h_10.0_um	3	179	21	8706	0.000786468	3.10431877	0.142857143	0.020466109	1.688964724
BRD-A36318220_Necrostatin-1_U937_6.0_h_160.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-A37704979_SB-203580_HEPG2_24_h_3.33_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-A41692738_S1169_A549_24.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-A45333398_PERIPLOCYMARIN_VCAP_24.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-A48237631_-666_HT29_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-A97437073_Rosiglitazone_SW620_6.0_h_80.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K01976263_Emetine Dihydrochloride Hydrate (74)_HT29_6.0_h_0.63_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K03670461_-666_A549_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K08996725_-666_HEPG2_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K13169950_NSC 3852_VCAP_24.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K25536815_-666_MCF7_24.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K47983010_BX-795_SKLU1_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K49371609_528116.cdx_WSUDLCL2_6.0_h_0.09_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K60623809_SU11652_NCIH2073_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K68548958_-666_PL21_6.0_h_20.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K71799778_BML-259_A673_6.0_h_80.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K72414522_AZD-5438_SKBR3_3_h_10_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K73978287_hydrocortisone_A549_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K87947369_VX-680_AGS_6.0_h_10.0_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K88573743_A443654_SKBR3_24_h_0.04_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K99749624_linifanib_HEPG2_24_h_0.37_um	2	77	21	8706	0.000788941	3.102955388	0.095238095	0.020466109	1.688964724
BRD-K83670234_-666_HA1E_6.0_h_10.0_um	3	180	21	8706	0.00080308	3.095241451	0.142857143	0.020499755	1.688251334
BRD-A10523515_GSK-429286A_HEPG2_24_h_0.12_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-A14395271_MESORIDAZINE_AGS_6.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K10916986_S1527_A549_24.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K12184916_NVP-BEZ235_SKBR3_24_h_1.11_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K21025364_NVP-TAE226_HCC515_24_h_10_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K24132293_piperlongumine (HPLC)_NCIH1836_6.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K24132293_piperlongumine (HPLC)_SKM1_6.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K24132293_piperlongumine (HPLC)_U937_6.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K31491153_-666_NPC_24.0_h_10.0_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
BRD-K43389698_BMS-387032_HEPG2_24_h_1.11_um	2	78	21	8706	0.000819227	3.086595539	0.095238095	0.020499755	1.688251334
