Perturbation_1	Perturbation_2	#overlap	#sample	#True	#Backgroud	#twoPert	#pert1	#pert2	p-value
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K04548931_epirubicin_MCF7_24.0_h_10.0_um	4	275	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000407027
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K06765193_(E)-2-(1H-Benzoimidazol-2-yl)-3-(5-nitro-furan-2-yl)-acrylonitrile BRD-K06765193_VCAP_24.0_h_10.0_um	5	175	21	8706	BMI1; MYC; PROM1; CD44; LGR5	BMI1; MYC; PROM1	CD44; LGR5; MYC	2.55726E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K06765193_5663823_HEPG2_6.0_h_10.0_um	4	226	21	8706	BMI1; MYC; PROM1; CTNNB1	BMI1; MYC; PROM1	BMI1; CTNNB1; PROM1	0.000163339
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K08109215_I-BET_HCC515_24_h_3.33_um	5	243	21	8706	BMI1; MYC; PROM1; EZH2; KLF4	BMI1; MYC; PROM1	EZH2; KLF4; MYC	1.69631E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K08799216_pelitinib_HCC515_24_h_0.37_um	5	262	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; MYC	2.60158E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K08799216_pelitinib_HCC515_24_h_10_um	4	270	21	8706	BMI1; MYC; PROM1; LGR5	BMI1; MYC; PROM1	LGR5; MYC; PROM1	0.00037399
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K09951645_dabrafenib_HCC515_24_h_0.37_um	5	197	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; NES; PROM1	5.08486E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_HA1E_6.0_h_10.0_um	4	333	21	8706	BMI1; MYC; PROM1; KDM5B	BMI1; MYC; PROM1	KDM5B; MYC; PROM1	0.000974388
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_HCC515_6.0_h_10.0_um	4	349	21	8706	BMI1; MYC; PROM1; KDM5B	BMI1; MYC; PROM1	KDM5B; MYC; PROM1	0.001203374
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K11927976_ER 27319 maleate_PC3_6.0_h_10.0_um	5	332	21	8706	BMI1; MYC; PROM1; KDM5B; KLF4	BMI1; MYC; PROM1	KDM5B; KLF4; MYC	9.81083E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K12502280_TG101348_HCC515_24.0_h_11.1_um	5	349	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; MYC	0.000129308
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K12502280_TG101348_HCT116_6.0_h_11.1_um	5	219	21	8706	BMI1; MYC; PROM1; ABCG2; KLF4	BMI1; MYC; PROM1	ABCG2; KLF4; MYC	9.35837E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K12502280_TG101348_SNUC4_6.0_h_11.1_um	4	237	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000204071
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13390322_AT-7519_BT20_3_h_10_um	4	196	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	8.33762E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13390322_AT-7519_HS578T_3_h_0.37_um	4	247	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000247475
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13390322_AT-7519_LNCAP_24_h_3.33_um	4	213	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000123599
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13390322_AT-7519_LNCAP_3_h_3.33_um	5	234	21	8706	BMI1; MYC; PROM1; CD44; KLF4	BMI1; MYC; PROM1	CD44; KLF4; MYC; PROM1	1.36769E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13390322_AT-7519_MDAMB231_3_h_1.11_um	5	295	21	8706	BMI1; MYC; PROM1; KDM5B; KLF4	BMI1; MYC; PROM1	KDM5B; KLF4; MYC	5.07676E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13566078_BMS-345541_LNCAP_3_h_10_um	4	190	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	7.19209E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K13662825_dinaciclib_HCC515_24_h_0.12_um	5	241	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; PROM1	1.61826E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K17110974_aristolochic acid_HT29_6.0_h_10.0_um	4	193	21	8706	BMI1; MYC; PROM1; CD44	BMI1; MYC; PROM1	CD44; MYC; PROM1	7.74848E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K17349619_HLI 373_CL34_6.0_h_10.0_um	4	258	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000303028
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K17349619_HLI 373_HCT116_6.0_h_10.0_um	4	281	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000449552
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K17349619_HLI 373_HT115_6.0_h_10.0_um	4	261	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000319711
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K19540840_saracatinib_HCC515_24_h_10_um	5	278	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; MYC; NES	3.63651E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K19687926_lapatinib_HCC515_24_h_10_um	5	228	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; MYC; NES	1.17888E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K19735876_NCGC00182353-01_MCF7_24.0_h_10.0_um	5	246	21	8706	BMI1; MYC; PROM1; KLF4; LGR5	BMI1; MYC; PROM1	KLF4; LGR5; PROM1	1.81908E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_10_um	5	252	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; MYC; NES; PROM1	2.08624E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K20526256_HG-14-10-04_HCC515_24_h_3.33_um	6	257	21	8706	BMI1; MYC; PROM1; EZH2; KLF4; NES	BMI1; MYC; PROM1	EZH2; KLF4; NES	1.46905E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K25433859_maprotilline hcl_MCF7_24.0_h_10.0_um	5	252	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; PROM1	2.08624E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K26838195_AST1306_HCC515_24_h_0.12_um	6	207	21	8706	BMI1; MYC; PROM1; EZH2; KLF4; TWIST1	BMI1; MYC; PROM1	EZH2; KLF4; PROM1; TWIST1	3.40182E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K31342827_GF-109203X_AGS_6.0_h_12.12_um	4	234	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	BMI1; KLF4; MYC	0.000192266
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K31342827_GF-109203X_HA1E_24.0_h_12.12_um	4	289	21	8706	BMI1; MYC; PROM1; CD44	BMI1; MYC; PROM1	CD44; MYC; PROM1	0.000511404
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K31912990_CGP 71683 hydrochloride_HCC515_24.0_h_10.0_um	5	374	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	BMI1; CD44; EZH2	0.00018911
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K34581968_BMS-536924_HCC515_24.0_h_11.1_um	5	292	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; MYC	4.79387E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K34581968_BMS-536924_PL21_6.0_h_11.1_um	5	212	21	8706	BMI1; MYC; PROM1; KLF4; LGR5	BMI1; MYC; PROM1	KLF4; LGR5; MYC	7.76448E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K36363294_I-BET151_HCC515_24_h_0.37_um	5	219	21	8706	BMI1; MYC; PROM1; EZH2; KLF4	BMI1; MYC; PROM1	EZH2; KLF4; MYC	9.35837E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K39484304_triptolide_HA1E_6.0_h_10.0_um	4	276	21	8706	BMI1; MYC; PROM1; KDM5B	BMI1; MYC; PROM1	KDM5B; MYC; PROM1	0.000413893
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K39484304_triptolide_PC3_24.0_h_10.0_um	5	299	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; MYC	5.47469E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K39484304_triptolide_PC3_6.0_h_10.0_um	4	325	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000873013
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HCC515_24.0_h_10.0_um	4	346	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	BMI1; EZH2; MYC; PROM1	0.001157653
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HCC515_6.0_h_10.0_um	5	303	21	8706	BMI1; MYC; PROM1; KDM5B; KLF4	BMI1; MYC; PROM1	KDM5B; KLF4; MYC	5.89737E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_HEPG2_6.0_h_10.0_um	4	274	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000400249
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K43389675_DAUNORUBICIN_PC3_6.0_h_10.0_um	5	331	21	8706	BMI1; MYC; PROM1; CD44; KLF4	BMI1; MYC; PROM1	CD44; KLF4; MYC; PROM1	9.6481E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K49371609_528116.cdx_HA1E_6.0_h_0.09_um	4	350	21	8706	BMI1; MYC; PROM1; KDM5B	BMI1; MYC; PROM1	KDM5B; MYC; PROM1	0.00121891
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K51290057_Ch 55_HCC515_24.0_h_10.0_um	4	222	21	8706	BMI1; MYC; PROM1; TWIST1	BMI1; MYC; PROM1	BMI1; PROM1; TWIST1	0.000150196
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K51350053_TOREMIPHENE CITRATE_HA1E_24.0_h_10.0_um	5	191	21	8706	BMI1; MYC; PROM1; CD44; TWIST1	BMI1; MYC; PROM1	CD44; PROM1; TWIST1	4.25135E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K53417444_OTSSP167_HT29_24_h_0.37_um	5	228	21	8706	BMI1; MYC; PROM1; CD44; LGR5	BMI1; MYC; PROM1	CD44; LGR5; MYC	1.17888E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K54233340_Dorsomorphin dihydrochloride_HCC515_6.0_h_10.0_um	5	313	21	8706	BMI1; MYC; PROM1; CD44; NOTCH1	BMI1; MYC; PROM1	CD44; NOTCH1; PROM1	7.0698E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K54233340_Dorsomorphin dihydrochloride_PC3_6.0_h_10.0_um	5	277	21	8706	BMI1; MYC; PROM1; CD44; KLF4	BMI1; MYC; PROM1	CD44; KLF4; PROM1	3.56339E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K55187425_ON-01910_HEPG2_24_h_10_um	6	245	21	8706	BMI1; MYC; PROM1; ABCG2; CD34; LGR5	BMI1; MYC; PROM1	ABCG2; CD34; LGR5	1.06509E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K60038276_irbesartan_MCF7_24.0_h_10.0_um	4	217	21	8706	BMI1; MYC; PROM1; CD44	BMI1; MYC; PROM1	CD44; MYC; PROM1	0.000134928
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K67844266_MLN4924_SW948_6.0_h_11.1_um	4	219	21	8706	BMI1; MYC; PROM1; LGR5	BMI1; MYC; PROM1	LGR5; MYC; PROM1	0.000140884
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HCC515_24.0_h_56.78_um	5	328	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; MYC	9.17286E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_HT29_24.0_h_56.78_um	6	415	21	8706	BMI1; MYC; PROM1; CD44; EZH2; LGR5	BMI1; MYC; PROM1	CD44; EZH2; LGR5; MYC	3.45376E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_NCIH1836_6.0_h_56.78_um	6	222	21	8706	BMI1; MYC; PROM1; ABCG2; NES; SOX2	BMI1; MYC; PROM1	ABCG2; NES; PROM1; SOX2	5.47136E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K68336408_Tyrphostin AG 1478_U937_6.0_h_56.78_um	5	249	21	8706	BMI1; MYC; PROM1; KLF4; LGR5	BMI1; MYC; PROM1	KLF4; LGR5; MYC; PROM1	1.94895E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K69650333_idarubicin hcl_A549_24.0_h_10.0_um	4	217	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000134928
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K70578146_dactinomycin_VCAP_6.0_h_10.0_um	4	218	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000137881
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K73395020_ARP 101_HCC515_24.0_h_10.0_um	4	431	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	BMI1; EZH2; MYC	0.003057471
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K76401790_JNK-IN-5A_HCC515_24_h_1.11_um	4	199	21	8706	BMI1; MYC; PROM1; CD44	BMI1; MYC; PROM1	CD44; MYC; PROM1	8.96083E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K76694128_DCC-2036_HEPG2_24_h_3.33_um	5	230	21	8706	BMI1; MYC; PROM1; CD44; LGR5	BMI1; MYC; PROM1	CD44; LGR5; PROM1	1.2393E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K79222491_2-morpholino-9-(thiophen-3-yl)-N-((5-(trifluoromethyl)-1H-benzo[d]imidazol-2-yl)methyl)-9H-purin-6-amine_HA1E_6.0_h_10.0_um	4	347	21	8706	BMI1; MYC; PROM1; KDM5B	BMI1; MYC; PROM1	KDM5B; MYC; PROM1	0.001172746
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K79239947_PF 573228_HCC515_24_h_10_um	5	231	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; NES; PROM1	1.27044E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K79239947_PF 573228_PC3_24_h_10_um	4	194	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	7.94116E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K80700417_SGI-1776_HCC515_24_h_10_um	6	248	21	8706	BMI1; MYC; PROM1; EZH2; KLF4; NES	BMI1; MYC; PROM1	EZH2; KLF4; NES	1.15604E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K81651477_Parthenolide_HCT116_6.0_h_20.0_um	4	247	21	8706	BMI1; MYC; PROM1; EPAS1	BMI1; MYC; PROM1	EPAS1; MYC; PROM1	0.000247475
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K81651477_Parthenolide_SW948_6.0_h_20.0_um	4	248	21	8706	BMI1; MYC; PROM1; LGR5	BMI1; MYC; PROM1	LGR5; MYC; PROM1	0.000252175
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K82216340_medroxyprogesterone 17-acetate_VCAP_24.0_h_10.0_um	4	251	21	8706	BMI1; MYC; PROM1; EZH2	BMI1; MYC; PROM1	EZH2; MYC; PROM1	0.000266686
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K87737963_CYT387_MDAMB231_3_h_10_um	4	211	21	8706	BMI1; MYC; PROM1; KLF4	BMI1; MYC; PROM1	KLF4; MYC; PROM1	0.000118217
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K88560311_AG-014699 (PF-01367338)_HT115_6.0_h_10.0_um	4	227	21	8706	BMI1; MYC; PROM1; LGR5	BMI1; MYC; PROM1	BMI1; LGR5; PROM1	0.000166759
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K88573743_A443654_MCF10A_24_h_0.37_um	6	253	21	8706	BMI1; MYC; PROM1; CD44; KLF4; LGR5	BMI1; MYC; PROM1	CD44; KLF4; LGR5	1.32213E-06
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K92093830_doxorubicin_HA1E_6.0_h_10.0_um	5	284	21	8706	BMI1; MYC; PROM1; EPAS1; KLF4	BMI1; MYC; PROM1	EPAS1; KLF4; MYC; PROM1	4.10111E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K92428232_GSK-461364_HCC515_24_h_10_um	5	258	21	8706	BMI1; MYC; PROM1; EZH2; KLF4	BMI1; MYC; PROM1	EZH2; KLF4; MYC	2.38435E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K93725829_ERK inhibitor 11e_HCT116_6.0_h_0.5_um	5	236	21	8706	BMI1; MYC; PROM1; CD34; KLF4	BMI1; MYC; PROM1	CD34; KLF4; MYC; PROM1	1.43582E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K94176593_TWS119_HCC515_24.0_h_10.0_um	5	306	21	8706	BMI1; MYC; PROM1; EZH2; KLF4	BMI1; MYC; PROM1	EZH2; KLF4; MYC	6.23129E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K98548675_Parthenolide_AGS_6.0_h_10.0_um	6	242	21	8706	BMI1; MYC; PROM1; CD44; LGR5; NES	BMI1; MYC; PROM1	CD44; LGR5; NES	9.80239E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K98548675_Parthenolide_LOVO_6.0_h_10.0_um	4	240	21	8706	BMI1; MYC; PROM1; NES	BMI1; MYC; PROM1	MYC; NES; PROM1	0.000216423
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-K99964838_bosutinib_HCC515_24_h_10_um	6	221	21	8706	BMI1; MYC; PROM1; ABCG2; KLF4; NES	BMI1; MYC; PROM1	ABCG2; KLF4; MYC; NES	5.30644E-07
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-U51024685_HG-6-64-01_HT29_24_h_3.33_um	5	255	21	8706	BMI1; MYC; PROM1; EZH2; NES	BMI1; MYC; PROM1	EZH2; MYC; NES	2.23127E-05
BRD-A13122391_16-HYDROXYTRIPTOLIDE_HT29_24.0_h_0.08_um	BRD-U60236422_WH-4-025_HCC515_24_h_3.33_um	5	263	21	8706	BMI1; MYC; PROM1; CD44; EZH2	BMI1; MYC; PROM1	CD44; EZH2; PROM1	2.65831E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A30437061_Camptothecin_VCAP_6.0_h_10.0_um	5	187	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	3.7604E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A31107743_89671_A375_24.0_h_0.09_um	5	290	21	8706	EZH2; KLF4; NES; SOX2; TWIST1	EZH2; KLF4; NES	EZH2; SOX2; TWIST1	4.61245E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A34806832_Proscillaridin A_HA1E_24.0_h_10.0_um	5	319	21	8706	EZH2; KLF4; NES; LGR5; PROM1	EZH2; KLF4; NES	LGR5; NES; PROM1	7.85861E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A48720949_TESTOSTERONE PROPIONATE_VCAP_24.0_h_10.0_um	4	256	21	8706	EZH2; KLF4; NES; MYC	EZH2; KLF4; NES	EZH2; MYC; NES	0.000292281
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A52530684_DOXORUBICIN_HCC515_24.0_h_10.0_um	6	325	21	8706	EZH2; KLF4; NES; BMI1; MYC; PROM1	EZH2; KLF4; NES	BMI1; MYC; PROM1	7.00913E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A52530684_DOXORUBICIN_HEPG2_6.0_h_10.0_um	5	235	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	1.40142E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A52530684_DOXORUBICIN_PC3_24.0_h_10.0_um	5	277	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	3.56339E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A57382968_piroxicam_MCF7_24.0_h_10.0_um	5	264	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	2.71604E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A62326914_paroxetine_VCAP_24.0_h_10.0_um	5	201	21	8706	EZH2; KLF4; NES; EPAS1; MYC	EZH2; KLF4; NES	EPAS1; EZH2; MYC	5.71117E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A68009927_daunorubicin_A549_6.0_h_10.0_um	5	336	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; KLF4; MYC; PROM1	0.000104839
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A68009927_daunorubicin_HA1E_6.0_h_10.0_um	5	255	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	KLF4; MYC; PROM1	2.23127E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A68009927_daunorubicin_HCC515_6.0_h_10.0_um	6	259	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	EZH2; KDM5B; KLF4; MYC; PROM1	1.54751E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A68009927_daunorubicin_HEPG2_6.0_h_10.0_um	5	231	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	1.27044E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A68009927_daunorubicin_MCF7_6.0_h_10.0_um	6	281	21	8706	EZH2; KLF4; NES; KDM5B; MYC; PROM1	EZH2; KLF4; NES	KDM5B; MYC; PROM1	2.67014E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A79465854_auranofin_SNUC4_6.0_h_10.0_um	5	229	21	8706	EZH2; KLF4; NES; MYC; PROM1	EZH2; KLF4; NES	EZH2; MYC; PROM1	1.20879E-05
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A80017228_bendrofluazide_VCAP_24.0_h_10.0_um	5	209	21	8706	EZH2; KLF4; NES; CD44; MYC	EZH2; KLF4; NES	CD44; EZH2; MYC	7.15287E-06
BRD-A29901043_KIN001-127_HCC515_24_h_10_um	BRD-A85860691_chaetocin_A375_24.0_h_0.08_um	5	353	21	8706	EZH2; KLF4; NES; CD44; PROM1	EZH2; KLF4; NES	CD44; NES; PROM1	0.000137691
